error,peso1,peso2,peso3,bias
1.333333333333333419e-02,-2.013132855146653466e-01,-2.838423660323144415e-02,-5.920986170740660803e-03,2.100000000000000477e-01
1.666666666666666644e-02,-2.245724814373077916e-01,-1.088719648035688797e-01,-7.187565551116611995e-02,2.200000000000000566e-01
2.000000000000000042e-02,-1.636401963105726942e-01,-2.791056417940117329e-02,-1.276171517711899295e-02,2.600000000000000644e-01
1.000000000000000021e-02,-2.062104216256692990e-01,-3.577754762200917316e-02,-3.224469798113976937e-02,2.700000000000000733e-01
2.000000000000000042e-02,-1.811883631628797009e-01,-9.419132433849629338e-02,-8.446353670140643866e-02,2.900000000000000910e-01
1.666666666666666644e-02,-1.490576011036306159e-01,-3.950040993373608172e-02,-4.766044285092485566e-02,3.200000000000001177e-01
1.333333333333333419e-02,-1.598307098076408028e-01,-3.454607622421472513e-02,-3.148954060719183490e-02,3.400000000000001354e-01
1.000000000000000021e-02,-1.910512659510120725e-01,-4.951327733247988527e-02,-6.592240559300824310e-02,3.500000000000001443e-01
1.333333333333333419e-02,-2.099091975629377160e-01,-3.224086019390935004e-02,-4.764017798195621656e-02,3.700000000000001621e-01
1.333333333333333419e-02,-2.287671291748633873e-01,-1.496844305533881481e-02,-2.935795037090419002e-02,3.900000000000001799e-01
1.666666666666666644e-02,-2.520263250975058322e-01,-9.545617125567625039e-02,-9.531261971132964916e-02,4.000000000000001887e-01
2.000000000000000042e-02,-1.770480897044869606e-01,-3.122112600652242331e-02,-1.511045398444087196e-02,4.400000000000002243e-01
1.000000000000000021e-02,-2.196183150195835654e-01,-3.908810944913042318e-02,-3.459343678846164838e-02,4.500000000000002331e-01
1.666666666666666644e-02,-2.428775109422259826e-01,-1.195758376494678449e-01,-1.005481061288871075e-01,4.600000000000002420e-01
1.666666666666666644e-02,-1.806589573679470706e-01,-5.517184902596124207e-02,-7.466082499772092040e-02,4.900000000000002132e-01
1.333333333333333419e-02,-1.995168889798727141e-01,-3.789943188739070684e-02,-5.637859738666889386e-02,5.100000000000002309e-01
1.333333333333333419e-02,-1.911781748825191474e-01,-3.321819372773595486e-02,-3.609209556660572527e-02,5.300000000000002487e-01
1.000000000000000021e-02,-2.223987310258904171e-01,-4.818539483600111500e-02,-7.052496055242213346e-02,5.400000000000002576e-01
1.333333333333333419e-02,-2.299069934660907255e-01,-3.801319536308774005e-02,-6.719261512316573870e-02,5.600000000000002753e-01
1.333333333333333419e-02,-2.374152559062910339e-01,-2.784099589017435816e-02,-6.386026969390934394e-02,5.800000000000002931e-01
1.333333333333333419e-02,-2.449235183464913423e-01,-1.766879641726099015e-02,-6.052792426465294917e-02,6.000000000000003109e-01
1.666666666666666644e-02,-2.409063143011299646e-01,-8.587742793258727747e-02,-1.457269377807216548e-01,6.100000000000003197e-01
1.666666666666666644e-02,-1.962948816694596865e-01,-3.963636890830338211e-02,-1.123099226716883503e-01,6.400000000000003464e-01
1.333333333333333419e-02,-1.957183212017445384e-01,-4.178225286443918579e-02,-1.110889026097509613e-01,6.600000000000003642e-01
1.333333333333333419e-02,-1.951417607340293903e-01,-4.392813682057498947e-02,-1.098678825478135723e-01,6.800000000000003819e-01
1.333333333333333419e-02,-2.059148694380395772e-01,-3.897380311105363287e-02,-9.369698030408055156e-02,7.000000000000003997e-01
1.333333333333333419e-02,-1.975761553406860105e-01,-3.429256495139888089e-02,-7.341047848401738296e-02,7.200000000000004174e-01
1.000000000000000021e-02,-2.150785277555639086e-01,-6.104524734108889711e-02,-1.042584117297477297e-01,7.300000000000004263e-01
1.333333333333333419e-02,-2.133943227163879741e-01,-4.921859482512554174e-02,-9.299185011246723087e-02,7.500000000000004441e-01
1.333333333333333419e-02,-2.050556086190344074e-01,-4.453735666547078975e-02,-7.270534829240404839e-02,7.700000000000004619e-01
1.000000000000000021e-02,-1.999215469857169025e-01,-5.759909751227176855e-02,-1.131521858183073548e-01,7.800000000000004707e-01
1.333333333333333419e-02,-1.915828328883633358e-01,-5.291785935261701657e-02,-9.286568399824418618e-02,8.000000000000004885e-01
1.000000000000000021e-02,-1.518492394764874576e-01,-4.966345333341079527e-02,-1.360740314371151893e-01,8.100000000000004974e-01
1.000000000000000021e-02,-1.741851616843321793e-01,-8.351459184774838451e-02,-1.381722802754228596e-01,8.200000000000005063e-01
1.333333333333333419e-02,-1.468090127946321544e-01,-6.584309316161149339e-02,-1.365467780033284839e-01,8.400000000000005240e-01
1.000000000000000021e-02,-1.149459458791507321e-01,-6.459582089960513862e-02,-1.585796197888402204e-01,8.500000000000005329e-01
1.000000000000000021e-02,-9.853806493731095961e-02,-7.932715445621679740e-02,-1.560987368595654345e-01,8.600000000000005418e-01
1.000000000000000021e-02,-8.213018399547118709e-02,-9.405848801282845617e-02,-1.536178539302906487e-01,8.700000000000005507e-01
1.000000000000000021e-02,-6.572230305363141456e-02,-1.087898215694401149e-01,-1.511369710010158629e-01,8.800000000000005596e-01
1.000000000000000021e-02,-1.046603719898477197e-01,-1.312630430954387362e-01,-1.498019885433757858e-01,8.900000000000005684e-01
6.666666666666667095e-03,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
0.000000000000000000e+00,-3.581470924763766744e-02,-4.636691891760780226e-02,-9.501404067931343289e-02,9.100000000000005862e-01
