epoca,error,norma_W1,norma_W2
65.000000,47.816230,1.897849,3.855957
66.000000,47.069069,1.907568,3.908961
67.000000,46.320715,1.916865,3.961449
68.000000,45.572144,1.925768,4.013448
69.000000,44.824400,1.934300,4.064982
70.000000,44.078568,1.942478,4.116070
71.000000,43.335752,1.950320,4.166728
72.000000,42.597046,1.957838,4.216969
73.000000,41.863520,1.965043,4.266801
74.000000,41.136202,1.971944,4.316233
75.000000,40.416060,1.978549,4.365269
76.000000,39.703996,1.984863,4.413914
77.000000,39.000833,1.990894,4.462168
78.000000,38.307308,1.996646,4.510035
79.000000,37.624071,2.002124,4.557513
80.000000,36.951679,2.007332,4.604602
81.000000,36.290599,2.012275,4.651303
82.000000,35.641211,2.016957,4.697612
83.000000,35.003813,2.021383,4.743530
84.000000,34.378625,2.025557,4.789056
85.000000,33.765799,2.029485,4.834186
86.000000,33.165430,2.033171,4.878921
87.000000,32.577560,2.036621,4.923260
88.000000,32.002187,2.039841,4.967201
89.000000,31.439278,2.042839,5.010744
90.000000,30.888769,2.045620,5.053889
91.000000,30.350576,2.048192,5.096636
92.000000,29.824596,2.050563,5.138984
93.000000,29.310709,2.052741,5.180935
94.000000,28.808784,2.054734,5.222489
95.000000,28.318679,2.056551,5.263647
96.000000,27.840239,2.058198,5.304411
97.000000,27.373301,2.059686,5.344781
98.000000,26.917690,2.061021,5.384759
99.000000,26.473223,2.062212,5.424348
100.000000,26.039708,2.063267,5.463549
101.000000,25.616944,2.064194,5.502364
102.000000,25.204723,2.065000,5.540796
103.000000,24.802832,2.065691,5.578847
104.000000,24.411049,2.066276,5.616520
105.000000,24.029151,2.066761,5.653818
106.000000,23.656910,2.067151,5.690743
107.000000,23.294096,2.067453,5.727299
108.000000,22.940476,2.067673,5.763488
109.000000,22.595819,2.067816,5.799314
110.000000,22.259892,2.067887,5.834780
111.000000,21.932465,2.067891,5.869890
112.000000,21.613307,2.067833,5.904647
113.000000,21.302191,2.067717,5.939054
114.000000,20.998894,2.067547,5.973116
115.000000,20.703192,2.067326,6.006835
116.000000,20.414869,2.067059,6.040216
117.000000,20.133710,2.066749,6.073262
118.000000,19.859506,2.066399,6.105977
119.000000,19.592051,2.066012,6.138365
120.000000,19.331144,2.065591,6.170430
121.000000,19.076590,2.065139,6.202176
122.000000,18.828198,2.064657,6.233606
123.000000,18.585783,2.064149,6.264725
124.000000,18.349165,2.063616,6.295536
125.000000,18.118168,2.063061,6.326044
126.000000,17.892623,2.062485,6.356252
127.000000,17.672365,2.061891,6.386164
128.000000,17.457234,2.061279,6.415784
129.000000,17.247078,2.060653,6.445117
130.000000,17.041745,2.060012,6.474165
131.000000,16.841093,2.059359,6.502934
132.000000,16.644980,2.058694,6.531426
133.000000,16.453273,2.058020,6.559646
134.000000,16.265841,2.057337,6.587597
135.000000,16.082558,2.056647,6.615283
136.000000,15.903301,2.055950,6.642708
137.000000,15.727953,2.055247,6.669875
138.000000,15.556401,2.054540,6.696789
139.000000,15.388534,2.053830,6.723453
140.000000,15.224246,2.053117,6.749870
141.000000,15.063434,2.052401,6.776044
142.000000,14.905999,2.051685,6.801979
143.000000,14.751845,2.050968,6.827677
144.000000,14.600879,2.050251,6.853144
145.000000,14.453012,2.049536,6.878381
146.000000,14.308157,2.048822,6.903392
147.000000,14.166230,2.048109,6.928180
148.000000,14.027150,2.047400,6.952749
149.000000,13.890838,2.046694,6.977102
150.000000,13.757220,2.045991,7.001242
151.000000,13.626221,2.045293,7.025172
152.000000,13.497772,2.044600,7.048896
153.000000,13.371802,2.043911,7.072415
154.000000,13.248247,2.043229,7.095733
155.000000,13.127042,2.042552,7.118854
156.000000,13.008125,2.041881,7.141779
157.000000,12.891435,2.041217,7.164512
158.000000,12.776916,2.040561,7.187055
159.000000,12.664510,2.039911,7.209412
160.000000,12.554164,2.039269,7.231584
161.000000,12.445824,2.038636,7.253575
162.000000,12.339440,2.038010,7.275387
163.000000,12.234962,2.037393,7.297023
164.000000,12.132343,2.036785,7.318484
165.000000,12.031535,2.036186,7.339774
166.000000,11.932495,2.035596,7.360895
167.000000,11.835179,2.035016,7.381850
168.000000,11.739544,2.034446,7.402640
169.000000,11.645550,2.033885,7.423268
170.000000,11.553158,2.033335,7.443736
171.000000,11.462328,2.032795,7.464047
172.000000,11.373024,2.032265,7.484202
173.000000,11.285210,2.031746,7.504205
174.000000,11.198851,2.031238,7.524056
175.000000,11.113912,2.030741,7.543758
176.000000,11.030361,2.030255,7.563312
177.000000,10.948165,2.029780,7.582722
178.000000,10.867295,2.029317,7.601989
179.000000,10.787719,2.028865,7.621114
180.000000,10.709408,2.028424,7.640101
181.000000,10.632334,2.027996,7.658949
182.000000,10.556469,2.027579,7.677663
183.000000,10.481787,2.027174,7.696242
184.000000,10.408262,2.026781,7.714689
185.000000,10.335867,2.026400,7.733006
186.000000,10.264579,2.026032,7.751195
187.000000,10.194373,2.025675,7.769256
188.000000,10.125227,2.025331,7.787193
189.000000,10.057117,2.025000,7.805005
190.000000,9.990021,2.024681,7.822695
191.000000,9.923919,2.024374,7.840265
192.000000,9.858789,2.024080,7.857716
193.000000,9.794611,2.023798,7.875049
194.000000,9.731365,2.023529,7.892267
195.000000,9.669032,2.023273,7.909369
196.000000,9.607593,2.023029,7.926359
197.000000,9.547031,2.022798,7.943237
198.000000,9.487326,2.022580,7.960004
199.000000,9.428462,2.022375,7.976663
200.000000,9.370423,2.022182,7.993214
201.000000,9.313191,2.022002,8.009658
202.000000,9.256750,2.021835,8.025997
203.000000,9.201085,2.021681,8.042233
204.000000,9.146182,2.021540,8.058366
205.000000,9.092024,2.021411,8.074397
206.000000,9.038597,2.021296,8.090329
207.000000,8.985888,2.021193,8.106161
208.000000,8.933883,2.021103,8.121896
209.000000,8.882567,2.021026,8.137534
210.000000,8.831929,2.020962,8.153077
211.000000,8.781954,2.020910,8.168525
212.000000,8.732632,2.020871,8.183879
213.000000,8.683949,2.020845,8.199142
214.000000,8.635894,2.020832,8.214313
215.000000,8.588455,2.020832,8.229395
216.000000,8.541620,2.020844,8.244387
217.000000,8.495380,2.020869,8.259290
218.000000,8.449722,2.020906,8.274107
219.000000,8.404636,2.020957,8.288838
220.000000,8.360113,2.021019,8.303483
221.000000,8.316141,2.021095,8.318044
222.000000,8.272711,2.021183,8.332522
223.000000,8.229814,2.021283,8.346917
224.000000,8.187440,2.021396,8.361230
225.000000,8.145580,2.021521,8.375463
226.000000,8.104225,2.021659,8.389616
227.000000,8.063365,2.021809,8.403691
228.000000,8.022993,2.021971,8.417687
229.000000,7.983101,2.022145,8.431605
230.000000,7.943679,2.022332,8.445448
231.000000,7.904720,2.022531,8.459214
232.000000,7.866216,2.022742,8.472906
233.000000,7.828160,2.022965,8.486524
234.000000,7.790543,2.023200,8.500068
235.000000,7.753358,2.023447,8.513540
236.000000,7.716599,2.023706,8.526940
237.000000,7.680258,2.023977,8.540268
238.000000,7.644329,2.024259,8.553527
239.000000,7.608804,2.024554,8.566716
240.000000,7.573676,2.024860,8.579835
241.000000,7.538941,2.025177,8.592887
242.000000,7.504590,2.025507,8.605871
243.000000,7.470619,2.025848,8.618788
244.000000,7.437020,2.026200,8.631638
245.000000,7.403788,2.026563,8.644424
246.000000,7.370918,2.026939,8.657144
247.000000,7.338402,2.027325,8.669800
248.000000,7.306237,2.027722,8.682392
249.000000,7.274416,2.028131,8.694921
250.000000,7.242934,2.028551,8.707387
251.000000,7.211785,2.028982,8.719792
252.000000,7.180966,2.029424,8.732135
253.000000,7.150469,2.029877,8.744418
254.000000,7.120292,2.030340,8.756640
255.000000,7.090428,2.030815,8.768803
256.000000,7.060872,2.031300,8.780907
257.000000,7.031622,2.031796,8.792952
258.000000,7.002671,2.032303,8.804940
259.000000,6.974015,2.032820,8.816870
260.000000,6.945650,2.033347,8.828743
261.000000,6.917571,2.033885,8.840559
262.000000,6.889775,2.034434,8.852320
263.000000,6.862257,2.034992,8.864026
264.000000,6.835014,2.035561,8.875677
265.000000,6.808040,2.036140,8.887273
266.000000,6.781332,2.036729,8.898816
267.000000,6.754887,2.037328,8.910305
268.000000,6.728701,2.037938,8.921741
269.000000,6.702769,2.038557,8.933125
270.000000,6.677089,2.039185,8.944457
271.000000,6.651656,2.039824,8.955737
272.000000,6.626467,2.040472,8.966966
273.000000,6.601520,2.041130,8.978145
274.000000,6.576809,2.041798,8.989274
275.000000,6.552333,2.042475,9.000352
276.000000,6.528088,2.043161,9.011382
277.000000,6.504070,2.043857,9.022362
278.000000,6.480277,2.044562,9.033294
279.000000,6.456705,2.045276,9.044178
280.000000,6.433352,2.045999,9.055014
281.000000,6.410214,2.046732,9.065803
282.000000,6.387288,2.047474,9.076545
283.000000,6.364573,2.048224,9.087241
284.000000,6.342064,2.048984,9.097890
285.000000,6.319759,2.049752,9.108494
286.000000,6.297656,2.050529,9.119053
287.000000,6.275751,2.051315,9.129566
288.000000,6.254043,2.052109,9.140035
289.000000,6.232528,2.052912,9.150460
290.000000,6.211204,2.053723,9.160840
291.000000,6.190069,2.054543,9.171178
292.000000,6.169119,2.055371,9.181472
293.000000,6.148354,2.056208,9.191723
294.000000,6.127769,2.057053,9.201932
295.000000,6.107364,2.057906,9.212098
296.000000,6.087135,2.058767,9.222223
297.000000,6.067081,2.059636,9.232307
298.000000,6.047199,2.060513,9.242349
299.000000,6.027487,2.061398,9.252350
300.000000,6.007943,2.062291,9.262311
301.000000,5.988564,2.063191,9.272232
302.000000,5.969350,2.064100,9.282112
303.000000,5.950297,2.065015,9.291953
304.000000,5.931404,2.065939,9.301755
305.000000,5.912668,2.066870,9.311518
306.000000,5.894089,2.067809,9.321243
307.000000,5.875663,2.068755,9.330928
308.000000,5.857390,2.069708,9.340576
309.000000,5.839266,2.070669,9.350186
310.000000,5.821291,2.071636,9.359759
311.000000,5.803463,2.072611,9.369294
312.000000,5.785779,2.073593,9.378792
313.000000,5.768238,2.074582,9.388254
314.000000,5.750839,2.075578,9.397679
315.000000,5.733580,2.076581,9.407068
316.000000,5.716458,2.077591,9.416421
317.000000,5.699473,2.078607,9.425739
318.000000,5.682623,2.079631,9.435021
319.000000,5.665906,2.080661,9.444268
320.000000,5.649321,2.081697,9.453480
321.000000,5.632866,2.082740,9.462658
322.000000,5.616540,2.083790,9.471801
323.000000,5.600341,2.084845,9.480910
324.000000,5.584267,2.085908,9.489986
325.000000,5.568318,2.086976,9.499028
326.000000,5.552492,2.088051,9.508036
327.000000,5.536788,2.089132,9.517011
328.000000,5.521203,2.090219,9.525954
329.000000,5.505737,2.091312,9.534863
330.000000,5.490389,2.092412,9.543741
331.000000,5.475156,2.093517,9.552586
332.000000,5.460039,2.094628,9.561399
333.000000,5.445035,2.095745,9.570180
334.000000,5.430144,2.096867,9.578930
335.000000,5.415363,2.097996,9.587648
336.000000,5.400692,2.099130,9.596336
337.000000,5.386130,2.100269,9.604992
338.000000,5.371675,2.101414,9.613618
339.000000,5.357327,2.102565,9.622213
340.000000,5.343084,2.103721,9.630778
341.000000,5.328944,2.104883,9.639313
342.000000,5.314908,2.106050,9.647818
343.000000,5.300973,2.107222,9.656294
344.000000,5.287139,2.108399,9.664740
345.000000,5.273404,2.109582,9.673156
346.000000,5.259768,2.110770,9.681544
347.000000,5.246230,2.111963,9.689903
348.000000,5.232788,2.113160,9.698233
349.000000,5.219441,2.114363,9.706534
350.000000,5.206189,2.115571,9.714808
351.000000,5.193030,2.116783,9.723053
352.000000,5.179964,2.118001,9.731270
353.000000,5.166989,2.119223,9.739459
354.000000,5.154105,2.120450,9.747621
355.000000,5.141311,2.121681,9.755756
356.000000,5.128605,2.122918,9.763863
357.000000,5.115987,2.124158,9.771943
358.000000,5.103456,2.125404,9.779996
359.000000,5.091011,2.126653,9.788023
360.000000,5.078651,2.127907,9.796023
361.000000,5.066375,2.129166,9.803996
362.000000,5.054183,2.130429,9.811944
363.000000,5.042073,2.131696,9.819865
364.000000,5.030045,2.132967,9.827761
365.000000,5.018098,2.134243,9.835630
366.000000,5.006231,2.135523,9.843475
367.000000,4.994444,2.136807,9.851294
368.000000,4.982735,2.138094,9.859087
369.000000,4.971103,2.139386,9.866856
370.000000,4.959549,2.140682,9.874599
371.000000,4.948071,2.141982,9.882318
372.000000,4.936669,2.143286,9.890012
373.000000,4.925341,2.144593,9.897682
374.000000,4.914087,2.145904,9.905328
375.000000,4.902907,2.147220,9.912949
376.000000,4.891799,2.148538,9.920546
377.000000,4.880763,2.149861,9.928120
378.000000,4.869798,2.151187,9.935669
379.000000,4.858904,2.152516,9.943195
380.000000,4.848080,2.153849,9.950698
381.000000,4.837324,2.155186,9.958177
382.000000,4.826638,2.156526,9.965633
383.000000,4.816019,2.157870,9.973066
384.000000,4.805468,2.159217,9.980477
385.000000,4.794983,2.160567,9.987864
386.000000,4.784564,2.161921,9.995229
387.000000,4.774210,2.163277,10.002571
388.000000,4.763921,2.164638,10.009891
389.000000,4.753696,2.166001,10.017189
390.000000,4.743535,2.167367,10.024464
391.000000,4.733437,2.168737,10.031718
392.000000,4.723401,2.170109,10.038950
393.000000,4.713427,2.171485,10.046160
394.000000,4.703514,2.172864,10.053348
395.000000,4.693662,2.174245,10.060515
396.000000,4.683870,2.175630,10.067661
397.000000,4.674137,2.177018,10.074785
398.000000,4.664464,2.178408,10.081889
399.000000,4.654848,2.179801,10.088971
400.000000,4.645291,2.181197,10.096033
401.000000,4.635792,2.182596,10.103073
402.000000,4.626349,2.183998,10.110093
403.000000,4.616962,2.185402,10.117093
404.000000,4.607632,2.186809,10.124072
405.000000,4.598357,2.188218,10.131031
406.000000,4.589137,2.189630,10.137970
407.000000,4.579971,2.191045,10.144888
408.000000,4.570859,2.192462,10.151787
409.000000,4.561801,2.193882,10.158666
410.000000,4.552795,2.195304,10.165525
411.000000,4.543842,2.196729,10.172364
412.000000,4.534942,2.198156,10.179184
413.000000,4.526092,2.199586,10.185985
414.000000,4.517294,2.201018,10.192766
415.000000,4.508547,2.202452,10.199528
416.000000,4.499850,2.203889,10.206271
417.000000,4.491203,2.205328,10.212995
418.000000,4.482605,2.206769,10.219700
419.000000,4.474056,2.208212,10.226387
420.000000,4.465556,2.209658,10.233054
421.000000,4.457103,2.211105,10.239704
422.000000,4.448699,2.212555,10.246334
423.000000,4.440342,2.214007,10.252946
424.000000,4.432032,2.215461,10.259540
425.000000,4.423768,2.216917,10.266116
426.000000,4.415551,2.218376,10.272674
427.000000,4.407379,2.219836,10.279213
428.000000,4.399252,2.221298,10.285735
429.000000,4.391171,2.222762,10.292239
430.000000,4.383134,2.224228,10.298725
431.000000,4.375142,2.225696,10.305194
432.000000,4.367193,2.227166,10.311645
433.000000,4.359288,2.228638,10.318078
434.000000,4.351426,2.230112,10.324495
435.000000,4.343606,2.231588,10.330894
436.000000,4.335830,2.233065,10.337276
437.000000,4.328095,2.234544,10.343640
438.000000,4.320402,2.236025,10.349988
439.000000,4.312750,2.237508,10.356319
440.000000,4.305140,2.238992,10.362633
441.000000,4.297570,2.240478,10.368930
442.000000,4.290040,2.241966,10.375211
443.000000,4.282551,2.243455,10.381475
444.000000,4.275101,2.244946,10.387723
445.000000,4.267691,2.246439,10.393954
446.000000,4.260320,2.247933,10.400169
447.000000,4.252988,2.249429,10.406368
448.000000,4.245694,2.250927,10.412550
449.000000,4.238439,2.252426,10.418716
450.000000,4.231221,2.253926,10.424867
451.000000,4.224041,2.255428,10.431002
452.000000,4.216898,2.256932,10.437120
453.000000,4.209792,2.258437,10.443223
454.000000,4.202723,2.259943,10.449311
455.000000,4.195690,2.261451,10.455382
456.000000,4.188693,2.262961,10.461438
457.000000,4.181732,2.264471,10.467479
458.000000,4.174807,2.265983,10.473505
459.000000,4.167917,2.267497,10.479515
460.000000,4.161062,2.269012,10.485509
461.000000,4.154242,2.270528,10.491489
462.000000,4.147456,2.272046,10.497454
463.000000,4.140704,2.273564,10.503403
464.000000,4.133987,2.275084,10.509338
465.000000,4.127303,2.276606,10.515258
466.000000,4.120652,2.278129,10.521163
467.000000,4.114035,2.279652,10.527054
468.000000,4.107450,2.281178,10.532929
469.000000,4.100898,2.282704,10.538790
470.000000,4.094379,2.284232,10.544637
471.000000,4.087892,2.285760,10.550469
472.000000,4.081437,2.287290,10.556287
473.000000,4.075013,2.288821,10.562091
474.000000,4.068621,2.290354,10.567880
475.000000,4.062260,2.291887,10.573655
476.000000,4.055930,2.293422,10.579416
477.000000,4.049631,2.294957,10.585163
478.000000,4.043362,2.296494,10.590897
479.000000,4.037124,2.298032,10.596616
480.000000,4.030915,2.299571,10.602321
481.000000,4.024737,2.301111,10.608013
482.000000,4.018588,2.302652,10.613691
483.000000,4.012469,2.304194,10.619355
484.000000,4.006378,2.305737,10.625006
485.000000,4.000317,2.307281,10.630643
486.000000,3.994285,2.308826,10.636266
487.000000,3.988281,2.310372,10.641877
488.000000,3.982305,2.311919,10.647474
489.000000,3.976358,2.313467,10.653057
490.000000,3.970438,2.315016,10.658628
491.000000,3.964546,2.316566,10.664185
492.000000,3.958682,2.318117,10.669730
493.000000,3.952845,2.319669,10.675261
494.000000,3.947036,2.321222,10.680779
495.000000,3.941253,2.322776,10.686285
496.000000,3.935497,2.324330,10.691777
497.000000,3.929767,2.325886,10.697257
498.000000,3.924064,2.327442,10.702724
499.000000,3.918388,2.328999,10.708178
500.000000,3.912737,2.330557,10.713620
501.000000,3.907112,2.332116,10.719049
502.000000,3.901512,2.333676,10.724465
503.000000,3.895939,2.335237,10.729869
504.000000,3.890390,2.336798,10.735261
505.000000,3.884867,2.338361,10.740640
506.000000,3.879368,2.339924,10.746007
507.000000,3.873894,2.341488,10.751362
508.000000,3.868445,2.343052,10.756705
509.000000,3.863020,2.344618,10.762035
510.000000,3.857620,2.346184,10.767354
511.000000,3.852243,2.347751,10.772660
512.000000,3.846891,2.349319,10.777955
513.000000,3.841562,2.350887,10.783237
514.000000,3.836257,2.352457,10.788508
515.000000,3.830975,2.354027,10.793767
516.000000,3.825716,2.355597,10.799014
517.000000,3.820481,2.357169,10.804249
518.000000,3.815269,2.358741,10.809472
519.000000,3.810079,2.360314,10.814684
520.000000,3.804912,2.361888,10.819885
521.000000,3.799768,2.363462,10.825074
522.000000,3.794645,2.365037,10.830251
523.000000,3.789545,2.366613,10.835417
524.000000,3.784467,2.368189,10.840572
525.000000,3.779411,2.369766,10.845715
526.000000,3.774377,2.371344,10.850847
527.000000,3.769364,2.372922,10.855968
528.000000,3.764373,2.374501,10.861078
529.000000,3.759403,2.376081,10.866176
530.000000,3.754454,2.377661,10.871263
531.000000,3.749527,2.379242,10.876340
532.000000,3.744620,2.380824,10.881405
533.000000,3.739734,2.382406,10.886459
534.000000,3.734868,2.383989,10.891503
535.000000,3.730023,2.385572,10.896536
536.000000,3.725199,2.387156,10.901557
537.000000,3.720394,2.388741,10.906568
538.000000,3.715610,2.390326,10.911569
539.000000,3.710846,2.391912,10.916558
540.000000,3.706101,2.393498,10.921537
541.000000,3.701376,2.395085,10.926505
542.000000,3.696671,2.396673,10.931463
543.000000,3.691985,2.398261,10.936411
544.000000,3.687319,2.399849,10.941347
545.000000,3.682671,2.401439,10.946274
546.000000,3.678043,2.403028,10.951190
547.000000,3.673434,2.404619,10.956095
548.000000,3.668843,2.406209,10.960991
549.000000,3.664272,2.407801,10.965876
550.000000,3.659718,2.409393,10.970751
551.000000,3.655184,2.410985,10.975615
552.000000,3.650667,2.412578,10.980470
553.000000,3.646169,2.414171,10.985314
554.000000,3.641689,2.415765,10.990148
555.000000,3.637227,2.417360,10.994973
556.000000,3.632783,2.418955,10.999787
557.000000,3.628357,2.420550,11.004592
558.000000,3.623948,2.422146,11.009386
559.000000,3.619557,2.423743,11.014171
560.000000,3.615184,2.425340,11.018946
561.000000,3.610827,2.426937,11.023711
562.000000,3.606488,2.428535,11.028466
563.000000,3.602166,2.430133,11.033212
564.000000,3.597861,2.431732,11.037947
565.000000,3.593573,2.433331,11.042674
566.000000,3.589302,2.434931,11.047390
567.000000,3.585048,2.436531,11.052098
568.000000,3.580810,2.438132,11.056795
569.000000,3.576589,2.439733,11.061483
570.000000,3.572384,2.441334,11.066162
571.000000,3.568195,2.442936,11.070831
572.000000,3.564023,2.444539,11.075491
573.000000,3.559866,2.446142,11.080142
574.000000,3.555726,2.447745,11.084783
575.000000,3.551602,2.449348,11.089415
576.000000,3.547493,2.450952,11.094037
577.000000,3.543400,2.452557,11.098651
578.000000,3.539323,2.454162,11.103255
579.000000,3.535261,2.455767,11.107850
580.000000,3.531215,2.457373,11.112437
581.000000,3.527184,2.458979,11.117014
582.000000,3.523168,2.460585,11.121582
583.000000,3.519168,2.462192,11.126141
584.000000,3.515182,2.463799,11.130691
585.000000,3.511212,2.465407,11.135232
586.000000,3.507256,2.467015,11.139764
587.000000,3.503315,2.468623,11.144287
588.000000,3.499389,2.470232,11.148802
589.000000,3.495478,2.471841,11.153308
590.000000,3.491581,2.473451,11.157805
591.000000,3.487699,2.475061,11.162293
592.000000,3.483830,2.476671,11.166772
593.000000,3.479977,2.478281,11.171243
594.000000,3.476137,2.479892,11.175705
595.000000,3.472312,2.481503,11.180159
596.000000,3.468500,2.483115,11.184604
597.000000,3.464703,2.484727,11.189041
598.000000,3.460919,2.486339,11.193469
599.000000,3.457149,2.487952,11.197888
600.000000,3.453393,2.489565,11.202299
601.000000,3.449651,2.491178,11.206702
602.000000,3.445922,2.492791,11.211096
603.000000,3.442207,2.494405,11.215482
604.000000,3.438505,2.496019,11.219859
605.000000,3.434816,2.497634,11.224229
606.000000,3.431141,2.499248,11.228590
607.000000,3.427478,2.500864,11.232942
608.000000,3.423829,2.502479,11.237287
609.000000,3.420193,2.504095,11.241623
610.000000,3.416570,2.505710,11.245951
611.000000,3.412960,2.507327,11.250271
612.000000,3.409362,2.508943,11.254583
613.000000,3.405777,2.510560,11.258887
614.000000,3.402205,2.512177,11.263183
615.000000,3.398646,2.513794,11.267471
616.000000,3.395099,2.515412,11.271751
617.000000,3.391564,2.517030,11.276023
618.000000,3.388042,2.518648,11.280287
619.000000,3.384532,2.520266,11.284543
620.000000,3.381035,2.521885,11.288791
621.000000,3.377549,2.523504,11.293031
622.000000,3.374076,2.525123,11.297264
623.000000,3.370614,2.526742,11.301488
624.000000,3.367165,2.528362,11.305705
625.000000,3.363728,2.529982,11.309914
626.000000,3.360302,2.531602,11.314116
627.000000,3.356888,2.533222,11.318310
628.000000,3.353486,2.534843,11.322496
629.000000,3.350096,2.536464,11.326675
630.000000,3.346717,2.538085,11.330845
631.000000,3.343349,2.539706,11.335009
632.000000,3.339993,2.541327,11.339165
633.000000,3.336649,2.542949,11.343313
634.000000,3.333315,2.544571,11.347454
635.000000,3.329993,2.546193,11.351587
636.000000,3.326683,2.547815,11.355713
637.000000,3.323383,2.549437,11.359831
638.000000,3.320095,2.551060,11.363942
639.000000,3.316817,2.552683,11.368046
640.000000,3.313550,2.554306,11.372142
641.000000,3.310295,2.555929,11.376231
642.000000,3.307050,2.557552,11.380312
643.000000,3.303816,2.559176,11.384387
644.000000,3.300593,2.560799,11.388454
645.000000,3.297380,2.562423,11.392513
646.000000,3.294178,2.564047,11.396566
647.000000,3.290986,2.565672,11.400612
648.000000,3.287806,2.567296,11.404650
649.000000,3.284635,2.568920,11.408681
650.000000,3.281475,2.570545,11.412705
651.000000,3.278325,2.572170,11.416722
652.000000,3.275186,2.573795,11.420732
653.000000,3.272056,2.575420,11.424734
654.000000,3.268937,2.577045,11.428730
655.000000,3.265828,2.578670,11.432719
656.000000,3.262729,2.580296,11.436701
657.000000,3.259640,2.581921,11.440676
658.000000,3.256561,2.583547,11.444644
659.000000,3.253492,2.585173,11.448605
660.000000,3.250433,2.586799,11.452559
661.000000,3.247384,2.588425,11.456506
662.000000,3.244344,2.590051,11.460446
663.000000,3.241314,2.591677,11.464380
664.000000,3.238294,2.593303,11.468307
665.000000,3.235283,2.594930,11.472227
666.000000,3.232282,2.596556,11.476140
667.000000,3.229290,2.598183,11.480046
668.000000,3.226308,2.599810,11.483946
669.000000,3.223335,2.601437,11.487839
670.000000,3.220372,2.603063,11.491726
671.000000,3.217418,2.604690,11.495605
672.000000,3.214473,2.606317,11.499479
673.000000,3.211537,2.607944,11.503345
674.000000,3.208611,2.609571,11.507205
675.000000,3.205693,2.611199,11.511058
676.000000,3.202785,2.612826,11.514905
677.000000,3.199886,2.614453,11.518746
678.000000,3.196996,2.616081,11.522579
679.000000,3.194114,2.617708,11.526407
680.000000,3.191242,2.619335,11.530228
681.000000,3.188378,2.620963,11.534042
682.000000,3.185523,2.622590,11.537850
683.000000,3.182677,2.624218,11.541651
684.000000,3.179840,2.625845,11.545447
685.000000,3.177011,2.627473,11.549235
686.000000,3.174191,2.629101,11.553018
687.000000,3.171380,2.630728,11.556794
688.000000,3.168577,2.632356,11.560564
689.000000,3.165783,2.633983,11.564327
690.000000,3.162997,2.635611,11.568085
691.000000,3.160219,2.637239,11.571836
692.000000,3.157450,2.638866,11.575581
693.000000,3.154689,2.640494,11.579319
694.000000,3.151936,2.642121,11.583051
695.000000,3.149192,2.643749,11.586778
696.000000,3.146456,2.645377,11.590498
697.000000,3.143728,2.647004,11.594212
698.000000,3.141008,2.648632,11.597919
