x,y,z,resultado_esperado1,resultado_esperado2
8.784032087058134763e+00,8.937017729455954296e+00,1.060518141626789834e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.834744274917721185e+00,8.545982066173763769e+00,1.012465768327659710e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.196187512035601586e+00,1.023557255619402362e+01,9.415496169041668750e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.192944384317062401e+00,1.087768301244421565e+01,8.013624615773272453e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.819813342542362378e+00,1.053706968771119357e+01,8.762607013144274148e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.839910511446221975e+00,9.318455590418373902e+00,9.328358763287603495e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.585126123817863331e+00,1.060165062951645432e+01,9.720641371393046626e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.468269155504467349e+00,8.723796264024549885e+00,1.011410990377114061e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.430288730696899435e+00,9.609662766116162658e+00,9.735283515830603918e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.686736296842976657e+00,8.693207112474345521e+00,8.846818034863780156e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.788721700841113815e+00,8.492336541301293451e+00,7.637261969161943220e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.547621798198163034e+00,8.682541204797228573e+00,8.837986409971579249e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.606877763348059318e+00,9.777025211341271671e+00,9.229416407981934967e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.377576998456769175e+00,9.749420322671419115e+00,9.202813246107178102e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.203523936279228934e+00,5.463612470968893575e+00,8.988038571561032697e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.137328803859986692e+00,9.513964652682547651e+00,9.358677094648836459e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.585005272525084052e+00,8.094224820617197835e+00,9.488352815128678230e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.389682695510680688e+00,9.298233137404196214e+00,1.016473351613047171e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.118158495005477704e+00,1.187472626921685226e+01,5.688619670237002879e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.501465448455920004e+00,8.782115699662865538e+00,8.936131805336609446e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.212604177110636172e+00,9.171125565769488119e+00,7.366716978800109672e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.947398973973772485e+00,1.005383868716802986e+01,9.671912520444678307e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.261962926724482514e+00,1.002603485750228529e+01,9.745554499137048410e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.842694254719387636e+00,7.067404863116618863e+00,8.877614508391616255e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.151172464189899713e+00,1.006085333835643603e+01,8.565765516067992635e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.373501760924513704e+00,8.624142689123809546e+00,9.218152618411025401e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.469206664011249330e+00,9.724584569080345631e+00,8.511783892091093762e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.056965002691406141e+00,9.049788916629152524e+00,7.999487787506910585e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.195823074087918769e+00,9.053396404445507528e+00,9.636606161780758129e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.035855141757485676e+01,9.855938107702302275e+00,1.121693146645431582e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.068962759919893024e+01,9.812856994875314598e+00,9.914784442269017006e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.003045154304179754e+01,7.826972913986859126e+00,8.433961226152851154e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.289892247073472831e+00,8.940491120077339815e+00,1.146560029920613388e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.914898540649085490e+00,9.127563333672696899e+00,8.580000569986392378e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.726886686338190202e+00,8.555519323451001412e+00,9.228660560380099298e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.200652608553033573e+00,9.747923232594075671e+00,9.689526957375408145e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.811141411691870928e+00,1.008537460724432755e+01,9.946228636633776432e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.777462152120410366e+00,7.272282243549912373e+00,8.669128967245821826e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.669024971086003006e+00,7.674343028110991227e+00,7.437523288435894386e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.981431473002709609e+00,1.030199846987472689e+01,1.059132116279815783e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.617075679642601571e+00,8.738441574662203948e+00,7.614953067472558956e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.814011479892282175e+00,8.713703260424670916e+00,9.061598312404978373e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.362770429402502259e+00,7.883835391650666047e+00,8.093600394547973309e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.854850045301914108e+00,1.002208936780506221e+01,8.310979362942811477e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.398629315013570462e+00,8.528939716936299931e+00,7.435278844478468763e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.118504644346700339e+01,8.792148200360767163e+00,7.894744670789886065e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.409086326085821739e+00,9.058572352622935142e+00,9.039506932016990959e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.753369922032150363e+00,8.431397505691350602e+00,8.067850701144733350e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.271830839820983883e+00,9.616873054547312449e+00,9.093262185463197866e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.023568250165969395e+01,8.467922702256073464e+00,8.516752931083232170e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.962741456202444112e+00,8.973252891744012416e+00,7.792708841926549113e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.084055846460923078e+01,7.635513848474382748e+00,9.740151694798734994e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.782242655024843359e+00,9.609946741828602867e+00,7.294016875671454514e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.516930458820501926e+00,8.545298377376061794e+00,1.143442804275325742e+01,0.000000000000000000e+00,1.000000000000000000e+00
7.689677189578995709e+00,9.183460730858765686e+00,9.451662675226820909e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.799342996331692035e+00,8.784727389400051933e+00,1.032086166649599335e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.289806112865635512e+00,7.091332627496014673e+00,7.551898065194204257e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.521033854009026243e+00,8.549425748298803640e+00,8.802405569740310298e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.397125355968617200e+00,9.768938692852229266e+00,8.087023491880710679e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.687299491335952695e+00,9.718447526060533193e+00,9.381722243012760032e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.969344254394705729e+00,8.834672349600408481e+00,8.458981110863510011e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.969405526214114133e+00,8.928832744051716119e+00,9.691323482254629695e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.319992123909695891e+00,8.335502637123717307e+00,8.087890091248816304e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.594902401660467817e+00,9.859927452289067418e+00,1.001082437165407768e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.450737132513548744e+00,8.837509115761868372e+00,8.511700863033164310e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.409106128292254567e+00,1.068128130771031437e+01,9.365543114827836746e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.053283632537405978e+00,9.950599195852179335e+00,8.296881422265267148e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000361316378513976e+01,9.297189885772610296e+00,9.262588154316604871e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.018774942117881643e+01,7.779247003315231446e+00,8.879334782238816004e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.906179950099287979e+00,9.171356840865628968e+00,8.938697358391742398e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.911206933033416711e+00,8.164171815862470538e+00,9.799629530293335833e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.572490211174200958e+00,7.678232364742259008e+00,1.054982421125920311e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.698259582672862145e+00,8.364885191582457580e+00,7.682078964957409717e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.809735844568253427e+00,8.444726646066531117e+00,9.039754224407822392e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.401264310716763717e-01,9.776014533890796443e+00,8.423689695147748679e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.532913661203080480e+00,8.318511801097439928e+00,9.382587080272461577e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.240984000988069269e+00,1.098075409816298098e+01,8.639474540674832781e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.212256612256970456e+00,7.948488054618932708e+00,9.256456362764421186e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.626659118582832964e+00,8.025537824574058732e+00,9.170234200789526113e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.068305583438389661e+00,6.719891209045570690e+00,7.919844820079433134e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.966267500333315876e+00,6.470169351838770844e+00,1.114761980783305440e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.014000366039230716e+00,1.014828436003160661e+01,6.566453928822767239e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.059129552436597788e+00,9.077131415338499210e+00,8.736629026057322278e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.444592694177693426e+00,7.701825578801422267e+00,8.619059810227591711e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.311736655883415814e+00,9.391027821420301791e+00,1.033252585006468216e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.758917365386557963e+00,9.403587382153945740e+00,8.263026643975145191e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.941630058680638982e+00,9.215652554144380559e+00,9.308880009362955121e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.001780886856141972e+00,9.988602796229255176e+00,7.516844255332567393e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.875689730529941812e+00,1.086170707337269015e+01,1.080642448327021654e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.345555034799038374e+00,8.892779268802108561e+00,5.994756903231801104e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.453319896277019740e+00,9.465810827534285821e+00,8.023623819677759172e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.014092928279437977e+00,9.929681089938114269e+00,7.563769860921103927e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.947197675205693423e+00,7.874310714957456270e+00,1.065964363062622056e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.646146901030502985e+00,1.044986079003897395e+01,7.103486097027325030e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.216700066420107529e+00,8.383589440543163462e+00,9.659199848867409344e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.689480375382914179e+00,9.566313755492235060e+00,1.012255899229753986e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.523524968884734765e+00,7.854132017468375082e+00,9.561307895968479187e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.063127255826223916e+00,9.073494219549708362e+00,9.784102069097555088e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.829998144008078143e+00,8.521962806682008562e+00,7.401930729190861591e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.373316458357221492e+00,8.037515994782037154e+00,8.516026840909001194e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.441028094231548540e+00,8.838877479146960425e+00,8.151449382661551724e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.420868869224209519e+00,9.723320862847344870e+00,1.081066747779183856e+01,0.000000000000000000e+00,0.000000000000000000e+00
